nameWithOwner,url,stars,createdAt,updatedAt,age_days,since_update_days,primary_language,merged_prs,releases,open_issues,closed_issues,closed_issues_ratio
CMU-Perceptual-Computing-Lab/openpose,https://github.com/CMU-Perceptual-Computing-Lab/openpose,33815,2017-04-24T14:06:31Z,2026-03-03T13:26:09Z,3235,0,C++,174,15,340,1667,0.8305929247633284
halfrost/LeetCode-Go,https://github.com/halfrost/LeetCode-Go,33813,2017-07-18T00:06:14Z,2026-03-03T08:41:34Z,3150,0,Go,178,4,18,64,0.7804878048780488
Pythagora-io/gpt-pilot,https://github.com/Pythagora-io/gpt-pilot,33807,2023-08-16T11:56:07Z,2026-03-03T10:17:36Z,930,0,Python,396,0,239,314,0.5678119349005425
alibaba/easyexcel,https://github.com/alibaba/easyexcel,33757,2018-02-06T03:14:08Z,2026-03-03T06:47:53Z,2947,0,Java,190,14,489,3131,0.8649171270718232
jqlang/jq,https://github.com/jqlang/jq,33727,2012-07-18T19:57:25Z,2026-03-03T14:08:45Z,4975,0,C,679,15,360,1960,0.8448275862068966
Blankj/AndroidUtilCode,https://github.com/Blankj/AndroidUtilCode,33711,2016-07-30T18:18:32Z,2026-03-03T01:08:15Z,3502,0,Java,88,117,312,1283,0.8043887147335423
AFNetworking/AFNetworking,https://github.com/AFNetworking/AFNetworking,33691,2011-05-31T21:28:44Z,2026-03-03T13:17:35Z,5389,0,Objective-C,710,40,0,0,
lllyasviel/ControlNet,https://github.com/lllyasviel/ControlNet,33681,2023-02-01T02:43:30Z,2026-03-03T13:22:31Z,1126,0,Python,5,0,436,138,0.24041811846689895
ZuodaoTech/everyone-can-use-english,https://github.com/ZuodaoTech/everyone-can-use-english,33653,2019-03-15T16:33:53Z,2026-03-03T13:03:24Z,2544,0,TypeScript,462,48,94,376,0.8
filebrowser/filebrowser,https://github.com/filebrowser/filebrowser,33637,2015-09-11T21:21:58Z,2026-03-03T11:27:06Z,3825,0,Go,761,128,29,2864,0.9899758036640166
carbon-language/carbon-lang,https://github.com/carbon-language/carbon-lang,33636,2020-04-27T21:45:16Z,2026-03-03T09:37:11Z,2135,0,C++,5023,604,179,614,0.7742749054224464
shadowsocks/shadowsocks,https://github.com/shadowsocks/shadowsocks,33629,2012-04-20T13:10:49Z,2026-03-03T06:33:57Z,5065,0,Python,70,2,0,0,
asgeirtj/system_prompts_leaks,https://github.com/asgeirtj/system_prompts_leaks,33582,2025-05-03T02:43:56Z,2026-03-03T13:40:43Z,304,0,HTML,20,0,0,0,
XX-net/XX-Net,https://github.com/XX-net/XX-Net,33446,2015-01-15T09:35:51Z,2026-03-03T13:09:33Z,4065,0,Python,363,390,7922,5417,0.40610240647724716
sxyazi/yazi,https://github.com/sxyazi/yazi,33383,2023-07-08T11:45:55Z,2026-03-03T13:43:06Z,969,0,Rust,1127,30,45,1649,0.973435655253837
lib-pku/libpku,https://github.com/lib-pku/libpku,33337,2018-11-22T13:33:06Z,2026-03-03T09:42:48Z,2658,0,TeX,22,0,11,32,0.7441860465116279
v2fly/v2ray-core,https://github.com/v2fly/v2ray-core,33319,2019-04-15T10:05:54Z,2026-03-03T13:53:12Z,2514,0,Go,978,121,24,1051,0.9776744186046512
IceWhaleTech/CasaOS,https://github.com/IceWhaleTech/CasaOS,33313,2021-09-26T02:33:09Z,2026-03-03T10:36:55Z,1619,0,Go,275,97,781,895,0.5340095465393795
swc-project/swc,https://github.com/swc-project/swc,33270,2017-12-22T11:40:14Z,2026-03-03T13:02:36Z,2993,0,Rust,5886,780,374,3738,0.9090466926070039
explosion/spaCy,https://github.com/explosion/spaCy,33267,2014-07-03T15:15:40Z,2026-03-03T12:22:33Z,4260,0,Python,3598,133,157,5585,0.9726576105886451
bayandin/awesome-awesomeness,https://github.com/bayandin/awesome-awesomeness,33265,2014-07-08T05:44:19Z,2026-03-03T09:05:14Z,4256,0,Ruby,197,0,17,52,0.7536231884057971
balena-io/etcher,https://github.com/balena-io/etcher,33208,2015-10-27T16:53:23Z,2026-03-03T06:10:24Z,3779,0,TypeScript,1731,289,611,1850,0.7517269402681837
pcottle/learnGitBranching,https://github.com/pcottle/learnGitBranching,33187,2012-08-13T22:36:09Z,2026-03-03T13:57:58Z,4949,0,JavaScript,648,0,53,477,0.9
bilibili/ijkplayer,https://github.com/bilibili/ijkplayer,33124,2013-06-03T04:12:04Z,2026-03-03T01:53:23Z,4656,0,C,35,0,2837,2547,0.47306835066864783
keycloak/keycloak,https://github.com/keycloak/keycloak,33107,2013-07-02T13:38:51Z,2026-03-03T14:11:35Z,4627,0,Java,19206,101,2267,15278,0.8707893986890852
adobe/brackets,https://github.com/adobe/brackets,33107,2011-12-07T21:14:40Z,2026-03-03T05:57:53Z,5199,0,JavaScript,4332,69,2617,7066,0.7297325209129402
immutable-js/immutable-js,https://github.com/immutable-js/immutable-js,33095,2014-07-02T06:02:29Z,2026-03-02T22:00:33Z,4262,0,TypeScript,621,90,95,1171,0.9249605055292259
awesome-foss/awesome-sysadmin,https://github.com/awesome-foss/awesome-sysadmin,33065,2014-12-23T08:41:22Z,2026-03-03T13:54:08Z,4088,0,,341,0,15,90,0.8571428571428571
utmapp/UTM,https://github.com/utmapp/UTM,33064,2019-04-12T16:09:24Z,2026-03-03T14:08:42Z,2516,0,Swift,277,128,976,2607,0.7276025676807145
mckaywrigley/chatbot-ui,https://github.com/mckaywrigley/chatbot-ui,33059,2023-03-11T14:53:14Z,2026-03-03T09:28:12Z,1087,0,TypeScript,281,0,185,817,0.8153692614770459
drizzle-team/drizzle-orm,https://github.com/drizzle-team/drizzle-orm,33042,2021-06-24T09:03:05Z,2026-03-03T12:25:25Z,1713,0,TypeScript,659,169,1230,2234,0.644919168591224
gulpjs/gulp,https://github.com/gulpjs/gulp,33010,2013-07-04T05:26:06Z,2026-03-02T09:52:45Z,4625,1,JavaScript,412,24,30,1907,0.9845121321631388
TabbyML/tabby,https://github.com/TabbyML/tabby,32975,2023-03-16T09:18:01Z,2026-03-03T08:43:39Z,1083,0,Rust,3001,249,236,753,0.7613751263902933
SerenityOS/serenity,https://github.com/SerenityOS/serenity,32960,2018-12-02T19:28:41Z,2026-03-03T11:03:31Z,2647,0,C++,19922,0,723,3570,0.8315863032844165
derailed/k9s,https://github.com/derailed/k9s,32955,2019-01-25T18:46:02Z,2026-03-03T12:52:31Z,2593,0,Go,956,257,197,2084,0.9136343708899606
wailsapp/wails,https://github.com/wailsapp/wails,32928,2018-12-15T23:14:06Z,2026-03-03T13:31:42Z,2634,0,Go,1690,292,228,2092,0.9017241379310345
huggingface/diffusers,https://github.com/huggingface/diffusers,32909,2022-05-30T16:04:02Z,2026-03-03T12:36:42Z,1372,0,Python,5507,88,608,4627,0.8838586437440306
shadowsocks/ShadowsocksX-NG,https://github.com/shadowsocks/ShadowsocksX-NG,32904,2016-06-10T11:49:00Z,2026-03-03T05:33:13Z,3553,0,Swift,64,30,309,1051,0.7727941176470589
GyulyVGC/sniffnet,https://github.com/GyulyVGC/sniffnet,32892,2022-07-31T21:55:56Z,2026-03-03T10:06:40Z,1310,0,Rust,480,16,47,267,0.8503184713375797
certbot/certbot,https://github.com/certbot/certbot,32875,2014-11-12T02:52:20Z,2026-03-03T07:55:13Z,4129,0,Python,4077,68,133,5387,0.9759057971014493
AdguardTeam/AdGuardHome,https://github.com/AdguardTeam/AdGuardHome,32871,2016-07-06T10:31:47Z,2026-03-03T14:00:58Z,3527,0,Go,125,229,1220,4697,0.7938144329896907
khoj-ai/khoj,https://github.com/khoj-ai/khoj,32819,2021-08-16T01:48:44Z,2026-03-03T14:09:55Z,1660,0,Python,486,170,81,487,0.8573943661971831
ocrmypdf/OCRmyPDF,https://github.com/ocrmypdf/OCRmyPDF,32811,2013-12-20T08:26:28Z,2026-03-03T11:31:29Z,4456,0,Python,169,52,137,1185,0.8963691376701967
ibraheemdev/modern-unix,https://github.com/ibraheemdev/modern-unix,32793,2021-01-12T00:50:14Z,2026-03-03T08:52:23Z,1876,0,,15,0,53,30,0.3614457831325301
nothings/stb,https://github.com/nothings/stb,32786,2014-05-25T16:51:23Z,2026-03-03T12:42:21Z,4299,0,C,291,0,219,715,0.765524625267666
firecracker-microvm/firecracker,https://github.com/firecracker-microvm/firecracker,32775,2017-10-19T06:18:47Z,2026-03-03T13:53:49Z,3057,0,Rust,3419,84,50,1435,0.9663299663299664
fish-shell/fish-shell,https://github.com/fish-shell/fish-shell,32770,2012-05-10T03:00:55Z,2026-03-03T09:00:19Z,5045,0,Rust,2192,62,488,7520,0.939060939060939
zeromicro/go-zero,https://github.com/zeromicro/go-zero,32735,2020-08-07T15:37:57Z,2026-03-03T12:38:37Z,2033,0,Go,2435,149,170,1785,0.9130434782608695
backstage/backstage,https://github.com/backstage/backstage,32724,2020-01-24T22:39:49Z,2026-03-03T14:11:35Z,2229,0,TypeScript,20315,494,294,7175,0.9606373008434864
openai/CLIP,https://github.com/openai/CLIP,32686,2020-12-16T11:24:42Z,2026-03-03T11:44:19Z,1903,0,Jupyter Notebook,29,0,250,192,0.4343891402714932
google/comprehensive-rust,https://github.com/google/comprehensive-rust,32685,2022-12-21T15:17:24Z,2026-03-03T10:38:18Z,1167,0,Rust,2402,0,119,243,0.6712707182320442
alibaba/nacos,https://github.com/alibaba/nacos,32683,2018-06-15T06:49:27Z,2026-03-03T09:22:58Z,2818,0,Java,3310,88,212,9266,0.977632411901245
mli/paper-reading,https://github.com/mli/paper-reading,32620,2021-10-22T06:34:51Z,2026-03-03T13:15:58Z,1593,0,,15,0,0,0,
qier222/YesPlayMusic,https://github.com/qier222/YesPlayMusic,32610,2020-10-09T10:04:21Z,2026-03-03T13:51:42Z,1971,0,Vue,292,32,634,1200,0.6543075245365322
binarywang/WxJava,https://github.com/binarywang/WxJava,32590,2016-01-06T08:24:05Z,2026-03-03T13:50:07Z,3709,0,Java,1181,31,7,2446,0.9971463514064411
MonitorControl/MonitorControl,https://github.com/MonitorControl/MonitorControl,32561,2017-09-16T21:13:40Z,2026-03-03T13:46:48Z,3089,0,Swift,220,26,16,994,0.9841584158415841
chen08209/FlClash,https://github.com/chen08209/FlClash,32534,2023-08-15T07:47:22Z,2026-03-03T14:00:01Z,931,0,Dart,2,102,606,1000,0.6226650062266501
thedotmack/claude-mem,https://github.com/thedotmack/claude-mem,32532,2025-08-31T20:50:03Z,2026-03-03T14:09:41Z,183,0,TypeScript,211,209,37,622,0.9438543247344461
lutzroeder/netron,https://github.com/lutzroeder/netron,32512,2010-12-26T12:53:43Z,2026-03-03T13:54:27Z,5546,0,JavaScript,1,4,17,1236,0.9864325618515563
stanfordnlp/dspy,https://github.com/stanfordnlp/dspy,32504,2023-01-09T21:01:51Z,2026-03-03T13:34:23Z,1148,0,Python,1456,106,287,1221,0.8096816976127321
restic/restic,https://github.com/restic/restic,32495,2014-04-27T14:07:58Z,2026-03-03T13:58:45Z,4328,0,Go,2318,49,443,2468,0.8478186190312608
floating-ui/floating-ui,https://github.com/floating-ui/floating-ui,32456,2016-03-29T17:00:47Z,2026-03-03T09:55:12Z,3625,0,TypeScript,1209,506,33,1443,0.9776422764227642
yewstack/yew,https://github.com/yewstack/yew,32447,2017-12-16T14:19:02Z,2026-03-03T12:40:10Z,2998,0,Rust,1874,38,99,1168,0.9218626677190213
remix-run/remix,https://github.com/remix-run/remix,32433,2020-10-26T19:57:28Z,2026-03-03T06:33:53Z,1953,0,TypeScript,3658,357,35,2659,0.9870081662954714
beego/beego,https://github.com/beego/beego,32431,2012-02-29T02:32:08Z,2026-03-03T09:55:16Z,5116,0,Go,1326,42,1,3379,0.9997041420118343
open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,32425,2018-08-22T07:06:06Z,2026-03-03T12:37:28Z,2750,0,Python,2359,53,1770,6753,0.7923266455473424
ziadoz/awesome-php,https://github.com/ziadoz/awesome-php,32397,2013-11-26T03:14:19Z,2026-03-03T11:30:26Z,4480,0,,457,0,2,153,0.9870967741935484
cursor/cursor,https://github.com/cursor/cursor,32361,2023-03-12T00:19:42Z,2026-03-03T13:00:24Z,1087,0,,47,0,0,0,
k3s-io/k3s,https://github.com/k3s-io/k3s,32345,2018-05-31T01:37:46Z,2026-03-03T13:21:39Z,2833,0,Go,4460,953,110,7265,0.9850847457627119
vercel/swr,https://github.com/vercel/swr,32330,2019-10-28T18:16:01Z,2026-03-03T12:06:15Z,2317,0,TypeScript,816,126,142,831,0.8540596094552929
glanceapp/glance,https://github.com/glanceapp/glance,32326,2024-04-27T18:55:38Z,2026-03-03T12:34:13Z,674,0,Go,110,33,213,293,0.5790513833992095
lizongying/my-tv,https://github.com/lizongying/my-tv,32261,2023-12-04T12:18:39Z,2026-03-03T13:05:24Z,820,0,C,11,72,144,777,0.8436482084690554
block/goose,https://github.com/block/goose,32238,2024-08-23T19:03:36Z,2026-03-03T14:03:30Z,556,0,Rust,4258,118,286,1506,0.8404017857142857
google/material-design-lite,https://github.com/google/material-design-lite,32213,2015-01-14T22:01:33Z,2026-03-03T02:39:40Z,4065,0,HTML,655,14,390,1814,0.823049001814882
0xAX/linux-insides,https://github.com/0xAX/linux-insides,32209,2015-01-03T18:44:57Z,2026-03-03T13:58:53Z,4076,0,Python,619,0,23,168,0.8795811518324608
labstack/echo,https://github.com/labstack/echo,32209,2015-03-01T17:43:01Z,2026-03-03T09:59:08Z,4019,0,Go,629,116,48,1441,0.9677635997313633
yunjey/pytorch-tutorial,https://github.com/yunjey/pytorch-tutorial,32201,2017-03-10T07:41:47Z,2026-03-03T08:58:27Z,3280,0,Python,28,0,66,114,0.6333333333333333
medusajs/medusa,https://github.com/medusajs/medusa,32198,2020-01-18T13:39:04Z,2026-03-03T12:01:17Z,2236,0,TypeScript,8405,146,71,3586,0.9805851791085589
Lissy93/web-check,https://github.com/Lissy93/web-check,32182,2023-06-25T14:32:11Z,2026-03-03T10:27:18Z,981,0,TypeScript,53,1,70,65,0.48148148148148145
facebookresearch/fairseq,https://github.com/facebookresearch/fairseq,32172,2017-08-29T16:26:12Z,2026-03-03T09:19:54Z,3107,0,Python,236,16,1200,3060,0.7183098591549296
The-Run-Philosophy-Organization/run,https://github.com/The-Run-Philosophy-Organization/run,32149,2022-04-10T05:42:40Z,2026-03-03T09:57:27Z,1423,0,,172,0,45,216,0.8275862068965517
linera-io/linera-protocol,https://github.com/linera-io/linera-protocol,32138,2021-12-19T04:09:21Z,2026-03-03T11:13:43Z,1535,0,Rust,3528,31,539,902,0.6259541984732825
datalab-to/marker,https://github.com/datalab-to/marker,32104,2023-10-30T20:14:08Z,2026-03-03T13:45:28Z,854,0,Python,228,71,326,324,0.49846153846153846
apache/kafka,https://github.com/apache/kafka,32063,2011-08-15T18:06:16Z,2026-03-03T12:05:58Z,5313,0,Java,12758,0,0,0,
frappe/erpnext,https://github.com/frappe/erpnext,32044,2011-06-08T08:20:56Z,2026-03-03T13:23:53Z,5382,0,Python,28648,1000,1954,15790,0.8898782687105501
PDFMathTranslate/PDFMathTranslate,https://github.com/PDFMathTranslate/PDFMathTranslate,32003,2024-09-06T06:56:03Z,2026-03-03T14:13:36Z,543,-1,Python,136,24,124,732,0.8551401869158879
ashishpatel26/500-AI-Machine-learning-Deep-learning-Computer-vision-NLP-Projects-with-code,https://github.com/ashishpatel26/500-AI-Machine-learning-Deep-learning-Computer-vision-NLP-Projects-with-code,32001,2021-01-02T12:08:37Z,2026-03-03T13:47:40Z,1886,0,,3,0,48,26,0.35135135135135137
linexjlin/GPTs,https://github.com/linexjlin/GPTs,31975,2023-11-11T03:24:16Z,2026-03-03T12:28:23Z,843,0,,45,0,10,21,0.6774193548387096
anthropics/prompt-eng-interactive-tutorial,https://github.com/anthropics/prompt-eng-interactive-tutorial,31975,2024-04-02T15:52:00Z,2026-03-03T14:12:07Z,699,0,Jupyter Notebook,1,0,30,4,0.11764705882352941
lovell/sharp,https://github.com/lovell/sharp,31967,2013-08-19T20:24:24Z,2026-03-03T13:49:21Z,4578,0,JavaScript,311,107,118,3910,0.9707050645481629
cockroachdb/cockroach,https://github.com/cockroachdb/cockroach,31959,2014-02-06T00:18:47Z,2026-03-03T11:28:50Z,4408,0,Go,72705,0,6667,75615,0.9189737731217034
NginxProxyManager/nginx-proxy-manager,https://github.com/NginxProxyManager/nginx-proxy-manager,31931,2017-12-20T23:01:16Z,2026-03-03T13:49:09Z,2994,0,TypeScript,683,86,842,2344,0.7357187696170747
hasura/graphql-engine,https://github.com/hasura/graphql-engine,31908,2018-06-18T07:57:36Z,2026-03-02T23:20:45Z,2815,0,TypeScript,2110,300,2244,4165,0.649867374005305
dokku/dokku,https://github.com/dokku/dokku,31887,2013-06-08T10:26:57Z,2026-03-03T14:09:57Z,4651,0,Shell,4511,317,27,2817,0.990506329113924
nicolargo/glances,https://github.com/nicolargo/glances,31878,2011-12-04T08:49:15Z,2026-03-03T14:09:43Z,5203,0,Python,772,55,129,2030,0.9402501157943493
PostHog/posthog,https://github.com/PostHog/posthog,31858,2020-01-23T22:46:58Z,2026-03-03T14:05:52Z,2230,0,Python,34241,80,2708,6354,0.7011697197086736
Trinea/android-open-project,https://github.com/Trinea/android-open-project,31839,2014-01-05T15:20:15Z,2026-02-28T12:00:46Z,4439,3,,204,0,12,75,0.8620689655172413
Chanzhaoyu/chatgpt-web,https://github.com/Chanzhaoyu/chatgpt-web,31815,2023-02-09T03:21:37Z,2026-03-03T09:47:29Z,1118,0,Vue,159,43,0,1746,1.0
niklasvh/html2canvas,https://github.com/niklasvh/html2canvas,31805,2011-07-16T01:05:58Z,2026-03-02T14:19:32Z,5344,0,TypeScript,186,45,969,1664,0.6319787314849981
casey/just,https://github.com/casey/just,31803,2016-06-17T06:08:08Z,2026-03-03T09:44:21Z,3546,0,Rust,1370,131,346,1004,0.7437037037037038
microsoft/MS-DOS,https://github.com/microsoft/MS-DOS,31764,2018-06-25T18:26:02Z,2026-03-03T09:30:35Z,2807,0,Assembly,37,0,0,0,
valinet/ExplorerPatcher,https://github.com/valinet/ExplorerPatcher,31731,2021-08-09T14:17:24Z,2026-03-03T13:12:50Z,1666,0,C,19,296,302,2358,0.8864661654135338
airbnb/lottie-web,https://github.com/airbnb/lottie-web,31723,2015-02-20T21:02:59Z,2026-03-03T09:16:06Z,4028,0,JavaScript,136,0,780,2128,0.7317744154057771
amix/vimrc,https://github.com/amix/vimrc,31713,2012-05-29T16:19:29Z,2026-03-03T12:27:19Z,5025,0,Vim Script,107,0,13,510,0.9751434034416826
ReactiveX/rxjs,https://github.com/ReactiveX/rxjs,31649,2015-03-15T06:17:10Z,2026-03-03T01:23:18Z,4006,0,TypeScript,2588,2,223,2942,0.9295418641390205
vbenjs/vue-vben-admin,https://github.com/vbenjs/vue-vben-admin,31648,2020-07-11T02:29:21Z,2026-03-03T13:35:04Z,2061,0,Vue,1748,61,80,3817,0.9794713882473698
continuedev/continue,https://github.com/continuedev/continue,31614,2023-05-24T03:39:39Z,2026-03-03T13:27:58Z,1014,0,TypeScript,3888,802,974,4502,0.8221329437545654
facebook/rocksdb,https://github.com/facebook/rocksdb,31587,2012-11-30T06:16:18Z,2026-03-03T12:31:25Z,4841,0,C++,619,212,849,2650,0.7573592454987139
kovidgoyal/kitty,https://github.com/kovidgoyal/kitty,31584,2016-10-16T14:48:28Z,2026-03-03T12:08:59Z,3424,0,Python,1240,132,9,6649,0.9986482427155302
codex-team/editor.js,https://github.com/codex-team/editor.js,31579,2015-11-28T20:56:35Z,2026-03-03T13:29:39Z,3747,0,TypeScript,869,106,603,937,0.6084415584415584
ianstormtaylor/slate,https://github.com/ianstormtaylor/slate,31576,2016-06-18T01:52:42Z,2026-03-03T14:10:00Z,3545,0,TypeScript,1978,210,681,2547,0.7890334572490706
shardeum/shardeum,https://github.com/shardeum/shardeum,31569,2024-04-16T22:37:25Z,2026-03-03T08:56:13Z,685,0,TypeScript,326,0,6,34,0.85
numpy/numpy,https://github.com/numpy/numpy,31549,2010-09-13T23:02:39Z,2026-03-03T11:31:38Z,5649,0,Python,13899,139,2098,11719,0.8481580661503945
kubernetes/minikube,https://github.com/kubernetes/minikube,31543,2016-04-15T22:38:35Z,2026-03-03T11:55:17Z,3608,0,Go,9396,154,518,9931,0.9504258780744569
conductor-oss/conductor,https://github.com/conductor-oss/conductor,31482,2023-12-08T06:06:09Z,2026-03-03T14:04:19Z,816,0,Java,334,33,95,143,0.6008403361344538
tinygrad/tinygrad,https://github.com/tinygrad/tinygrad,31477,2020-10-18T16:23:12Z,2026-03-03T13:43:29Z,1961,0,Python,10482,14,124,959,0.8855032317636196
OWASP/CheatSheetSeries,https://github.com/OWASP/CheatSheetSeries,31458,2018-12-21T14:26:43Z,2026-03-03T12:50:04Z,2628,0,Python,1198,0,51,578,0.918918918918919
surrealdb/surrealdb,https://github.com/surrealdb/surrealdb,31423,2021-12-09T15:03:29Z,2026-03-03T13:43:18Z,1544,0,Rust,2601,119,579,1784,0.75497249259416
OpenBMB/ChatDev,https://github.com/OpenBMB/ChatDev,31358,2023-08-28T02:18:13Z,2026-03-03T13:20:51Z,918,0,Python,136,11,33,269,0.890728476821192
raysan5/raylib,https://github.com/raysan5/raylib,31343,2013-10-24T15:46:04Z,2026-03-03T13:37:33Z,4512,0,C,2438,24,1,2127,0.9995300751879699
coolsnowwolf/lede,https://github.com/coolsnowwolf/lede,31338,2017-09-06T07:39:03Z,2026-03-03T13:44:27Z,3100,0,C,2051,7,818,8506,0.9122694122694123
influxdata/influxdb,https://github.com/influxdata/influxdb,31314,2013-09-26T14:31:10Z,2026-03-03T12:45:03Z,4540,0,Rust,10937,95,2051,12117,0.8552371541501976
tokio-rs/tokio,https://github.com/tokio-rs/tokio,31286,2016-09-09T22:31:36Z,2026-03-03T13:10:40Z,3461,0,Rust,3801,141,325,2291,0.8757645259938838
alpinejs/alpine,https://github.com/alpinejs/alpine,31262,2019-11-28T13:51:55Z,2026-03-03T11:57:16Z,2287,0,HTML,694,146,0,613,1.0
mathiasbynens/dotfiles,https://github.com/mathiasbynens/dotfiles,31255,2011-09-05T18:07:54Z,2026-03-03T10:26:11Z,5292,0,Shell,44,0,138,255,0.648854961832061
microsoft/WSL,https://github.com/microsoft/WSL,31245,2016-04-06T17:32:56Z,2026-03-03T12:12:35Z,3617,0,C++,526,97,925,11141,0.923338305983756
Dokploy/dokploy,https://github.com/Dokploy/dokploy,31220,2024-04-19T07:49:30Z,2026-03-03T14:11:24Z,683,0,TypeScript,1320,146,403,1247,0.7557575757575757
donnemartin/interactive-coding-challenges,https://github.com/donnemartin/interactive-coding-challenges,31208,2015-04-28T21:36:39Z,2026-03-03T12:00:31Z,3961,0,Python,176,0,37,32,0.463768115942029
microsoft/graphrag,https://github.com/microsoft/graphrag,31195,2024-03-27T17:57:52Z,2026-03-03T13:55:40Z,705,0,Python,719,35,27,772,0.9662077596996246
TauricResearch/TradingAgents,https://github.com/TauricResearch/TradingAgents,31181,2024-12-28T03:31:08Z,2026-03-03T13:54:53Z,430,0,Python,19,1,161,33,0.17010309278350516
parallax/jsPDF,https://github.com/parallax/jsPDF,31161,2009-12-06T14:56:32Z,2026-03-03T12:48:55Z,5930,0,JavaScript,753,41,104,2482,0.9597834493426141
MHSanaei/3x-ui,https://github.com/MHSanaei/3x-ui,31144,2023-02-09T19:16:57Z,2026-03-03T13:21:56Z,1117,0,HTML,637,101,407,2274,0.8481909735173443
motiondivision/motion,https://github.com/motiondivision/motion,31119,2018-11-16T09:48:38Z,2026-03-03T13:41:40Z,2664,0,TypeScript,1171,0,209,1707,0.8909185803757829
mqyqingfeng/Blog,https://github.com/mqyqingfeng/Blog,31113,2017-03-13T10:04:33Z,2026-03-03T10:03:17Z,3277,0,,3,0,298,101,0.2531328320802005
patchy631/ai-engineering-hub,https://github.com/patchy631/ai-engineering-hub,31045,2024-10-21T10:43:24Z,2026-03-03T14:13:51Z,498,-1,Jupyter Notebook,62,0,30,14,0.3181818181818182
SagerNet/sing-box,https://github.com/SagerNet/sing-box,31041,2022-06-30T13:27:22Z,2026-03-03T13:45:55Z,1342,0,Go,190,497,158,2788,0.9463679565512559
DevToys-app/DevToys,https://github.com/DevToys-app/DevToys,31028,2021-09-29T01:40:41Z,2026-03-03T14:07:14Z,1616,0,C#,501,39,315,664,0.6782431052093973
SortableJS/Sortable,https://github.com/SortableJS/Sortable,31023,2013-12-19T10:10:13Z,2026-03-03T09:28:13Z,4457,0,JavaScript,248,31,480,1345,0.736986301369863
docsifyjs/docsify,https://github.com/docsifyjs/docsify,31021,2016-11-20T07:55:43Z,2026-03-03T11:51:59Z,3390,0,JavaScript,780,16,82,1229,0.9374523264683448
tqdm/tqdm,https://github.com/tqdm/tqdm,30988,2015-06-03T13:13:14Z,2026-03-03T13:02:12Z,3926,0,Python,289,133,445,594,0.5717035611164581
fabricjs/fabric.js,https://github.com/fabricjs/fabric.js,30972,2010-06-09T22:24:38Z,2026-03-03T13:10:56Z,5745,0,TypeScript,2427,181,425,5780,0.9315068493150684
symfony/symfony,https://github.com/symfony/symfony,30961,2010-01-04T14:21:21Z,2026-03-03T13:26:23Z,5901,0,PHP,25551,600,374,21390,0.9828156588862341
pear-devs/pear-desktop,https://github.com/pear-devs/pear-desktop,30933,2019-04-19T18:14:40Z,2026-03-03T13:51:37Z,2509,0,TypeScript,1630,87,577,1379,0.7050102249488752
OAI/OpenAPI-Specification,https://github.com/OAI/OpenAPI-Specification,30930,2014-03-03T16:53:36Z,2026-03-03T13:44:39Z,4382,0,Markdown,1793,14,103,2306,0.9572436695724367
iawia002/lux,https://github.com/iawia002/lux,30929,2018-02-24T11:29:03Z,2026-03-03T11:38:22Z,2929,0,Go,304,86,525,548,0.51071761416589
eriklindernoren/ML-From-Scratch,https://github.com/eriklindernoren/ML-From-Scratch,30927,2017-02-05T12:11:23Z,2026-03-03T13:51:21Z,3313,0,Python,9,0,41,37,0.47435897435897434
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning,30893,2019-03-31T00:45:57Z,2026-03-03T09:30:20Z,2529,0,Python,9335,172,836,6660,0.8884738527214514
ascoders/weekly,https://github.com/ascoders/weekly,30880,2017-03-20T06:10:04Z,2026-03-03T07:04:17Z,3270,0,JavaScript,136,193,3,366,0.991869918699187
containers/podman,https://github.com/containers/podman,30867,2017-11-01T15:01:27Z,2026-03-03T12:20:58Z,3043,0,Go,12194,236,912,9548,0.912810707456979
microsoft/calculator,https://github.com/microsoft/calculator,30863,2019-01-28T17:55:49Z,2026-03-03T13:44:29Z,2590,0,C++,913,0,418,728,0.6352530541012217
alibaba/p3c,https://github.com/alibaba/p3c,30827,2017-06-23T06:15:51Z,2026-03-03T06:30:14Z,3175,0,Kotlin,62,0,161,698,0.8125727590221188
blueimp/jQuery-File-Upload,https://github.com/blueimp/jQuery-File-Upload,30812,2010-12-01T15:35:32Z,2026-03-03T05:57:50Z,5570,0,PHP,119,0,49,3256,0.9851739788199697
webtorrent/webtorrent,https://github.com/webtorrent/webtorrent,30811,2013-10-15T08:16:40Z,2026-03-02T17:49:04Z,4522,0,JavaScript,970,229,68,1607,0.9594029850746268
AMAI-GmbH/AI-Expert-Roadmap,https://github.com/AMAI-GmbH/AI-Expert-Roadmap,30772,2020-10-24T21:49:40Z,2026-03-03T12:53:10Z,1955,0,JavaScript,14,0,16,54,0.7714285714285715
mantinedev/mantine,https://github.com/mantinedev/mantine,30720,2021-01-07T14:02:19Z,2026-03-03T13:56:29Z,1881,0,TypeScript,1591,290,32,3417,0.9907219483908379
seaweedfs/seaweedfs,https://github.com/seaweedfs/seaweedfs,30707,2014-07-14T16:41:37Z,2026-03-03T13:34:01Z,4249,0,Go,3655,288,625,2899,0.822644721906924
